guest_id,age,family_size,first_visit,visit_frequency,visit_motivation,venue,education_program,spending,satisfaction,learning_score,likelihood_return,likelihood_recommend,participated_booth
10262,23,4,yes,Quarterly,Exhibits,Dinosaurs,Yes,46.57946144187468,4.0,4.0,4.0,4.0,4
10263,49,6,yes,Quarterly,Special Event,Events,No,15.523319206341128,4.0,2.0,4.0,4.0,1
10264,72,4,no,Quarterly,Exhibits,Farm,Yes,0.0,4.0,3.0,5.0,5.0,4
10265,21,5,no,Quarterly,Nature,Dinosaurs,No,35.52119025732902,3.0,4.0,3.0,4.0,2
10266,72,4,no,First visit,Family Time,Curiosity Museum,No,16.888520825924385,5.0,3.0,5.0,5.0,5
10267,28,4,no,Rarely,Nature,Garden,Yes,27.766861475703568,5.0,4.0,5.0,3.0,5
10268,73,7,yes,Rarely,Education,Curiosity Museum,Yes,33.3578387781389,5.0,4.0,5.0,5.0,5
10269,34,3,no,Weekly,Education,Garden,No,20.069333312175377,5.0,5.0,5.0,5.0,5
10270,55,1,no,Rarely,Education,Dinosaurs,Yes,6.116387327807781,5.0,4.0,5.0,5.0,5
10271,41,5,no,Rarely,Exhibits,Dinosaurs,No,29.63570066503875,4.0,3.0,4.0,5.0,5
10272,22,1,no,Rarely,Entertainment,Garden,No,15.011332611818933,4.0,2.0,4.0,5.0,3
10273,69,6,no,Quarterly,Entertainment,Farm,No,25.287867279126285,4.0,3.0,4.0,4.0,3
10274,51,4,no,Quarterly,Entertainment,Events,No,0.0,5.0,1.0,4.0,5.0,5
10275,23,6,yes,First visit,Exhibits,Curiosity Museum,Yes,21.704725755147777,5.0,4.0,5.0,5.0,3
10276,39,5,yes,Rarely,Nature,Curiosity Museum,No,5.421212622824548,5.0,3.0,5.0,5.0,5
10277,28,5,no,Quarterly,Entertainment,Curiosity Museum,Yes,39.79964455767796,5.0,3.0,4.0,4.0,4
10278,65,6,yes,Rarely,Family Time,Dinosaurs,Yes,24.346310218336427,4.0,3.0,4.0,4.0,5
10279,33,4,yes,First visit,Education,Curiosity Museum,No,18.59786618773945,4.0,4.0,3.0,4.0,5
10280,50,7,yes,Quarterly,Nature,Events,No,22.294649900253322,4.0,3.0,4.0,4.0,5
10281,26,2,no,Quarterly,Education,Events,Yes,0.02338720684922635,5.0,4.0,5.0,4.0,5
10282,23,4,yes,First visit,Entertainment,Garden,No,39.34885035792081,4.0,3.0,3.0,3.0,4
10283,33,3,no,Quarterly,Nature,Dinosaurs,No,44.870556276253566,5.0,3.0,4.0,5.0,5
10284,46,4,no,Quarterly,Special Event,Events,Yes,20.893702658223244,4.0,5.0,4.0,4.0,3
10285,20,3,yes,Rarely,Family Time,Farm,Yes,38.856053528604576,4.0,4.0,5.0,5.0,2
10286,37,6,yes,Weekly,Entertainment,Dinosaurs,No,6.462777019911992,5.0,2.0,4.0,5.0,4
10287,53,6,yes,Quarterly,Entertainment,Dinosaurs,No,3.0432965066252886,3.0,5.0,3.0,4.0,5
10288,36,7,no,Quarterly,Family Time,Events,No,15.613871230933842,5.0,3.0,5.0,5.0,5
10289,43,3,yes,Quarterly,Family Time,Farm,No,21.52411557551848,4.0,3.0,3.0,3.0,2
10290,20,5,no,First visit,Special Event,Garden,Yes,9.090199781353194,2.0,3.0,2.0,2.0,1
10291,36,4,yes,First visit,Entertainment,Events,No,23.066522855527257,4.0,4.0,4.0,4.0,3
10292,37,3,no,Rarely,Exhibits,Farm,No,19.595842231101212,5.0,3.0,5.0,5.0,5
10293,49,4,no,First visit,Entertainment,Dinosaurs,No,0.025398370634175937,5.0,4.0,5.0,5.0,5
10294,24,4,no,Rarely,Education,Farm,Yes,22.78189526177582,5.0,4.0,5.0,5.0,3
10295,69,5,no,Monthly,Nature,Dinosaurs,Yes,27.952923637822817,5.0,3.0,5.0,5.0,4
10296,58,4,yes,Quarterly,Nature,Events,Yes,17.572039763855866,4.0,5.0,4.0,4.0,3
10297,50,4,no,Quarterly,Education,Events,No,32.289721548925385,4.0,4.0,4.0,3.0,0
10298,57,1,yes,Monthly,Nature,Curiosity Museum,No,0.0,4.0,3.0,4.0,4.0,4
10299,56,1,no,Quarterly,Family Time,Curiosity Museum,No,22.019256331977775,5.0,4.0,5.0,5.0,5
10300,35,1,no,Rarely,Nature,Curiosity Museum,Yes,0.0,4.0,4.0,4.0,5.0,5
10301,57,7,no,First visit,Nature,Events,Yes,0.0,4.0,4.0,3.0,4.0,3
10302,18,1,yes,Rarely,Education,Garden,No,5.53603749393315,4.0,4.0,5.0,4.0,2
10303,28,2,yes,Quarterly,Special Event,Events,No,0.8690972463863261,5.0,4.0,5.0,5.0,4
10304,45,3,no,Rarely,Nature,Farm,No,6.780062718882933,4.0,3.0,4.0,4.0,5
10305,74,6,no,Quarterly,Exhibits,Events,Yes,11.787745339332169,2.0,5.0,2.0,2.0,0
10306,42,7,yes,First visit,Nature,Events,No,27.557317294970765,5.0,1.0,5.0,5.0,5
10307,67,5,no,Quarterly,Special Event,Dinosaurs,Yes,10.182614419414463,4.0,5.0,3.0,4.0,3
10308,40,5,yes,Quarterly,Education,Dinosaurs,Yes,0.0,5.0,2.0,5.0,5.0,5
10309,48,4,no,Quarterly,Special Event,Dinosaurs,No,32.10101769742741,3.0,3.0,2.0,3.0,2
10310,47,1,no,Weekly,Education,Events,Yes,2.4436479957744064,5.0,4.0,5.0,5.0,1
10311,59,7,no,Quarterly,Family Time,Garden,Yes,14.11919359343057,5.0,4.0,5.0,5.0,4
10312,52,5,yes,Monthly,Education,Farm,No,21.698047604110673,4.0,4.0,5.0,4.0,5
10313,24,5,no,Monthly,Family Time,Farm,No,17.994156276041743,3.0,2.0,3.0,3.0,0
10314,33,5,yes,Quarterly,Family Time,Garden,No,31.412693212822134,4.0,3.0,3.0,4.0,4
10315,43,5,no,Quarterly,Education,Garden,No,22.185047150891382,5.0,3.0,5.0,5.0,4
10316,65,5,yes,First visit,Exhibits,Farm,Yes,2.0803563045433804,4.0,4.0,4.0,4.0,2
10317,74,7,no,Rarely,Entertainment,Curiosity Museum,Yes,47.678432609874925,4.0,4.0,5.0,4.0,4
10318,69,6,no,Quarterly,Education,Dinosaurs,No,17.9150019500735,5.0,3.0,4.0,5.0,3
10319,66,5,no,First visit,Nature,Dinosaurs,No,12.789896600677407,3.0,3.0,4.0,3.0,2
10320,19,5,no,First visit,Exhibits,Farm,No,29.458881345833564,3.0,3.0,3.0,4.0,3
10321,18,1,no,Weekly,Exhibits,Garden,Yes,18.741764188951084,5.0,4.0,5.0,5.0,4
10322,65,5,no,Monthly,Nature,Curiosity Museum,No,20.988422894089908,3.0,4.0,3.0,3.0,5
10323,29,1,no,Quarterly,Entertainment,Farm,Yes,52.3827599790103,5.0,3.0,5.0,4.0,5
10324,22,4,no,Rarely,Exhibits,Dinosaurs,No,10.8731785761743,5.0,3.0,5.0,5.0,5
10325,54,8,no,First visit,Family Time,Events,No,10.233586589739062,4.0,4.0,3.0,3.0,4
10326,49,4,no,First visit,Entertainment,Garden,No,16.748677680186958,4.0,3.0,4.0,4.0,4
10327,72,4,no,First visit,Nature,Events,No,31.072739033715578,5.0,4.0,5.0,5.0,5
10328,26,3,no,First visit,Entertainment,Farm,No,0.0,4.0,2.0,5.0,4.0,4
10329,58,2,yes,First visit,Education,Dinosaurs,No,0.0,5.0,2.0,5.0,5.0,5
10330,52,5,yes,Monthly,Entertainment,Curiosity Museum,No,6.193270940697786,4.0,3.0,5.0,4.0,2
10331,36,3,yes,Quarterly,Family Time,Events,Yes,0.0,4.0,3.0,5.0,5.0,5
10332,65,2,yes,First visit,Education,Curiosity Museum,No,8.627529787115423,5.0,3.0,5.0,5.0,3
10333,33,4,yes,First visit,Special Event,Dinosaurs,Yes,22.537495441939353,4.0,3.0,4.0,4.0,2
10334,20,5,no,Rarely,Nature,Events,No,1.6387670467160498,5.0,4.0,5.0,5.0,3
10335,37,5,yes,First visit,Nature,Curiosity Museum,No,0.0,4.0,3.0,4.0,5.0,4
10336,41,1,no,Monthly,Entertainment,Curiosity Museum,No,16.040057425730218,5.0,3.0,5.0,5.0,1
10337,71,4,yes,Rarely,Exhibits,Events,Yes,27.938152269227555,5.0,4.0,5.0,5.0,5
10338,73,4,yes,Rarely,Education,Dinosaurs,Yes,0.0,5.0,4.0,5.0,5.0,5
10339,50,5,no,Rarely,Special Event,Curiosity Museum,No,27.303485974589762,3.0,3.0,3.0,3.0,1
10340,41,5,no,First visit,Education,Farm,No,27.25959305607489,3.0,4.0,3.0,3.0,2
10341,69,4,yes,Quarterly,Nature,Events,No,29.31127653234942,4.0,3.0,3.0,3.0,2
10342,28,4,no,Quarterly,Education,Garden,Yes,33.2772032230753,4.0,5.0,4.0,3.0,5
10343,66,4,no,Quarterly,Special Event,Garden,No,48.03020886989424,4.0,3.0,4.0,4.0,4
10344,25,6,yes,First visit,Exhibits,Dinosaurs,No,9.658619270714173,4.0,2.0,4.0,4.0,4
10345,53,4,yes,Quarterly,Entertainment,Farm,Yes,16.64357370116787,5.0,4.0,5.0,5.0,5
10346,55,4,no,Quarterly,Family Time,Curiosity Museum,Yes,8.753423501279617,4.0,3.0,4.0,4.0,5
10347,57,4,no,Monthly,Education,Garden,No,15.029652671337162,5.0,4.0,5.0,5.0,5
10348,37,4,no,Rarely,Family Time,Dinosaurs,No,37.99310033454468,5.0,5.0,5.0,5.0,4
10349,52,6,no,Rarely,Nature,Farm,No,0.0,3.0,3.0,3.0,3.0,2
10350,65,4,yes,Quarterly,Entertainment,Farm,No,2.084254917516368,4.0,3.0,4.0,4.0,5
10351,42,5,no,Quarterly,Entertainment,Dinosaurs,No,35.65771404756842,4.0,2.0,5.0,4.0,2
10352,52,5,yes,Rarely,Education,Dinosaurs,No,30.300547603531346,4.0,4.0,4.0,4.0,4
10353,42,4,no,Rarely,Exhibits,Curiosity Museum,Yes,9.55302529774383,5.0,3.0,5.0,5.0,4
10354,46,4,no,Rarely,Entertainment,Dinosaurs,Yes,27.8160300168108,5.0,3.0,5.0,5.0,5
10355,35,6,no,Monthly,Education,Curiosity Museum,No,20.1182376373805,5.0,2.0,5.0,5.0,3
10356,63,4,yes,Rarely,Education,Curiosity Museum,No,37.50411913501482,5.0,4.0,5.0,5.0,4
10357,35,4,yes,Monthly,Family Time,Events,No,16.11764390740159,5.0,4.0,5.0,5.0,5
10358,19,8,no,Rarely,Entertainment,Farm,No,30.384481708088735,4.0,3.0,3.0,3.0,1
10359,71,1,no,Monthly,Education,Farm,Yes,54.6301786573893,4.0,3.0,5.0,4.0,5
10360,52,3,no,Quarterly,Family Time,Farm,No,23.971487325711994,5.0,4.0,5.0,5.0,5
10361,33,4,yes,Rarely,Special Event,Events,Yes,15.739922486922655,5.0,3.0,5.0,5.0,5
10362,58,6,no,Monthly,Family Time,Curiosity Museum,No,25.836704778314694,5.0,1.0,5.0,4.0,4
10363,53,1,yes,First visit,Family Time,Curiosity Museum,No,9.520787126941727,5.0,4.0,5.0,5.0,3
10364,50,1,no,Monthly,Education,Dinosaurs,No,50.819515582870984,5.0,2.0,5.0,5.0,4
10365,21,1,yes,Quarterly,Nature,Events,No,17.701065565439723,5.0,4.0,5.0,5.0,5
10366,50,1,no,First visit,Nature,Dinosaurs,Yes,10.906000196617306,4.0,3.0,5.0,5.0,3
10367,31,1,yes,Quarterly,Exhibits,Events,No,2.464664924699454,5.0,4.0,5.0,5.0,3
10368,38,4,no,Weekly,Nature,Dinosaurs,Yes,31.458302874096578,5.0,5.0,5.0,5.0,5
10369,65,4,no,First visit,Family Time,Garden,No,28.00781119241608,5.0,2.0,5.0,5.0,4
10370,37,3,yes,Quarterly,Exhibits,Farm,No,7.539684428788601,3.0,3.0,3.0,3.0,1
10371,73,4,yes,Quarterly,Education,Farm,No,23.64677017683634,4.0,3.0,4.0,5.0,5
10372,25,1,yes,Quarterly,Entertainment,Curiosity Museum,No,0.0,4.0,4.0,4.0,4.0,1
10373,24,3,yes,Rarely,Family Time,Garden,Yes,17.774558626097345,5.0,3.0,4.0,5.0,4
10374,20,4,no,First visit,Family Time,Farm,No,21.791345281150416,5.0,3.0,4.0,5.0,5
10375,34,5,no,First visit,Exhibits,Curiosity Museum,Yes,40.60994714338834,5.0,4.0,5.0,5.0,5
10376,50,1,no,Quarterly,Education,Garden,No,3.437717959069659,3.0,3.0,4.0,2.0,1
10377,65,4,no,Rarely,Special Event,Farm,Yes,0.0,4.0,4.0,3.0,4.0,4
10378,29,3,no,Monthly,Family Time,Dinosaurs,Yes,1.568580586124374,4.0,3.0,5.0,4.0,4
10379,68,6,yes,First visit,Special Event,Events,No,0.0,5.0,5.0,5.0,4.0,5
10380,39,5,yes,Quarterly,Special Event,Garden,No,35.04986036638475,5.0,2.0,5.0,5.0,3
10381,72,4,no,First visit,Nature,Curiosity Museum,Yes,38.22958942536055,3.0,4.0,3.0,3.0,2
10382,39,3,no,First visit,Education,Garden,Yes,19.803248669232435,5.0,4.0,4.0,5.0,5
10383,63,6,yes,Rarely,Special Event,Curiosity Museum,No,33.31942418527722,5.0,5.0,5.0,5.0,5
10384,47,1,yes,Rarely,Education,Garden,Yes,17.00937570870353,4.0,3.0,4.0,4.0,3
10385,55,2,no,Quarterly,Nature,Curiosity Museum,Yes,13.57332528448851,5.0,5.0,5.0,5.0,5
10386,55,4,no,Monthly,Education,Farm,No,10.004435714193574,4.0,4.0,5.0,5.0,3
10387,62,2,yes,Quarterly,Family Time,Dinosaurs,Yes,10.344135129336518,5.0,4.0,4.0,5.0,1
10388,68,7,no,Weekly,Special Event,Farm,No,0.0,5.0,2.0,4.0,5.0,5
10389,71,5,no,Monthly,Education,Dinosaurs,No,18.96382145411008,5.0,4.0,5.0,5.0,4
10390,25,3,yes,Quarterly,Entertainment,Farm,No,14.394991346789345,5.0,3.0,5.0,5.0,5
10391,44,4,yes,Quarterly,Education,Farm,No,26.180410861168138,2.0,4.0,2.0,2.0,3
10392,44,7,no,Quarterly,Special Event,Garden,No,16.402852446579146,4.0,2.0,4.0,4.0,4
10393,51,6,no,First visit,Nature,Events,Yes,12.559444476463623,4.0,4.0,5.0,4.0,5
10394,38,5,yes,Quarterly,Nature,Curiosity Museum,Yes,1.9321045498855445,4.0,3.0,4.0,4.0,5
10395,47,6,no,First visit,Special Event,Curiosity Museum,No,16.08229855232642,4.0,2.0,4.0,4.0,2
10396,50,7,no,Quarterly,Family Time,Curiosity Museum,Yes,26.07355846224243,4.0,4.0,4.0,4.0,5
10397,45,5,no,Quarterly,Family Time,Dinosaurs,No,0.0,4.0,4.0,4.0,3.0,4
10398,64,1,no,First visit,Nature,Curiosity Museum,No,16.31210630521109,3.0,4.0,3.0,3.0,1
10399,50,4,no,First visit,Nature,Curiosity Museum,Yes,18.495644272942258,4.0,2.0,5.0,4.0,5
10400,22,6,no,Monthly,Special Event,Garden,No,4.2290282457260355,5.0,4.0,5.0,5.0,5
10401,65,3,no,Quarterly,Family Time,Farm,No,6.182155426379997,4.0,5.0,4.0,4.0,2
10402,36,6,no,First visit,Nature,Curiosity Museum,No,18.459162731493215,4.0,3.0,4.0,4.0,3
10403,21,2,no,Quarterly,Family Time,Events,No,0.0,4.0,5.0,4.0,3.0,2
10404,52,1,no,Quarterly,Nature,Curiosity Museum,No,20.24885572874089,4.0,3.0,4.0,4.0,2
10405,66,4,yes,Rarely,Education,Dinosaurs,No,1.5696843951119999,4.0,2.0,4.0,4.0,2
10406,34,1,no,Weekly,Entertainment,Dinosaurs,No,30.942805395498247,3.0,3.0,3.0,2.0,5
10407,61,7,no,Quarterly,Exhibits,Dinosaurs,No,50.067416180824495,5.0,4.0,5.0,5.0,5
10408,45,6,yes,Rarely,Education,Curiosity Museum,Yes,2.088647974472705,5.0,3.0,5.0,5.0,5
10409,47,6,no,Quarterly,Exhibits,Garden,Yes,23.01311793562012,4.0,3.0,3.0,4.0,5
10410,46,5,no,Monthly,Nature,Events,No,4.098871426769711,4.0,4.0,4.0,4.0,4
10411,63,3,yes,First visit,Entertainment,Curiosity Museum,Yes,30.614312606966845,4.0,4.0,3.0,4.0,5
10412,70,4,no,First visit,Entertainment,Garden,Yes,0.0,4.0,4.0,4.0,4.0,3
10413,23,4,yes,First visit,Nature,Garden,No,22.20880137641569,5.0,3.0,4.0,4.0,4
10414,52,4,yes,Quarterly,Nature,Curiosity Museum,Yes,1.9051654966597098,3.0,4.0,3.0,3.0,4
10415,58,3,no,Quarterly,Family Time,Curiosity Museum,No,11.89523116352447,4.0,3.0,4.0,4.0,5
10416,54,4,yes,Quarterly,Nature,Garden,No,0.0,5.0,3.0,5.0,5.0,2
10417,41,4,no,Monthly,Special Event,Garden,No,27.335257063436305,4.0,2.0,4.0,4.0,4
10418,46,8,no,Quarterly,Nature,Garden,No,2.4452946834061957,5.0,4.0,4.0,5.0,4
10419,66,6,no,First visit,Special Event,Curiosity Museum,Yes,23.279463889977414,5.0,3.0,5.0,4.0,4
10420,63,4,no,First visit,Nature,Garden,No,9.838529576065007,3.0,4.0,3.0,3.0,5
10421,70,5,yes,Rarely,Family Time,Dinosaurs,No,13.282914423017056,4.0,3.0,4.0,5.0,2
10422,48,5,no,Rarely,Special Event,Curiosity Museum,No,17.216338611001927,5.0,3.0,5.0,4.0,5
10423,52,1,yes,Quarterly,Education,Dinosaurs,No,3.5726299251172695,4.0,3.0,4.0,5.0,3
10424,50,6,no,Monthly,Special Event,Farm,Yes,18.155506703113304,4.0,3.0,4.0,4.0,3
10425,69,6,no,First visit,Family Time,Curiosity Museum,No,37.955018465316165,4.0,2.0,4.0,4.0,1
10426,38,4,yes,Quarterly,Exhibits,Farm,Yes,3.3285782125092855,5.0,3.0,5.0,4.0,3
10427,49,4,no,Quarterly,Special Event,Garden,No,32.577152149107675,5.0,3.0,5.0,5.0,3
10428,40,3,no,Rarely,Nature,Garden,No,37.47146450231676,5.0,3.0,4.0,5.0,3
10429,50,4,no,First visit,Nature,Events,Yes,2.7576751645793425,4.0,5.0,4.0,3.0,5
10430,20,1,no,Rarely,Exhibits,Garden,Yes,0.0,4.0,3.0,4.0,4.0,5
10431,35,6,yes,First visit,Family Time,Farm,Yes,19.52941350257647,5.0,3.0,4.0,5.0,5
10432,42,1,no,Monthly,Entertainment,Garden,No,6.788887158496905,5.0,2.0,5.0,5.0,5
10433,59,3,yes,First visit,Nature,Curiosity Museum,No,43.029048287445036,5.0,4.0,5.0,4.0,3
10434,48,6,no,Rarely,Education,Garden,Yes,15.522113107497484,5.0,5.0,4.0,5.0,5
10435,71,5,no,Rarely,Family Time,Events,No,2.967008879472312,5.0,4.0,5.0,5.0,4
10436,20,3,no,Weekly,Special Event,Garden,Yes,0.0,4.0,4.0,4.0,3.0,3
10437,57,3,no,First visit,Special Event,Farm,No,31.34857438636245,4.0,4.0,4.0,4.0,4
10438,63,1,yes,First visit,Education,Farm,Yes,6.4322403887372035,4.0,5.0,4.0,4.0,5
10439,41,5,no,First visit,Nature,Garden,No,15.657431991906424,4.0,3.0,4.0,3.0,3
10440,67,1,no,First visit,Family Time,Farm,No,29.33704117668721,5.0,4.0,5.0,5.0,4
10441,49,4,yes,First visit,Education,Farm,No,7.736124721037546,4.0,3.0,4.0,3.0,3
10442,64,7,no,Quarterly,Nature,Events,No,14.31106756889759,5.0,2.0,4.0,4.0,5
10443,39,2,yes,First visit,Family Time,Curiosity Museum,No,14.7514738526622,5.0,3.0,4.0,5.0,4
10444,40,6,no,First visit,Special Event,Events,No,25.249867672741377,4.0,3.0,4.0,4.0,5
10445,19,8,no,Quarterly,Family Time,Dinosaurs,No,23.86116503265489,4.0,3.0,4.0,4.0,4
10446,44,1,no,Rarely,Exhibits,Events,No,11.698294031177571,4.0,5.0,4.0,5.0,3
10447,59,6,yes,Rarely,Entertainment,Garden,No,15.954735922447766,3.0,3.0,3.0,3.0,1
10448,19,4,no,First visit,Family Time,Curiosity Museum,Yes,9.423314827147669,4.0,5.0,3.0,4.0,4
10449,43,6,no,Weekly,Entertainment,Garden,No,0.0,3.0,3.0,3.0,3.0,1
10450,34,4,no,First visit,Family Time,Dinosaurs,Yes,18.86401286097194,5.0,4.0,5.0,5.0,3
10451,57,5,no,Monthly,Entertainment,Curiosity Museum,No,43.38287641249602,4.0,2.0,4.0,4.0,5
10452,50,4,yes,Quarterly,Exhibits,Farm,No,1.7442128896340576,4.0,3.0,4.0,5.0,3
10453,26,6,no,First visit,Special Event,Events,No,3.404554355959455,4.0,4.0,3.0,4.0,5
10454,60,5,no,Weekly,Nature,Garden,Yes,1.9390834253438793,5.0,4.0,5.0,5.0,5
10455,71,4,no,First visit,Entertainment,Dinosaurs,Yes,25.86887668084684,5.0,5.0,5.0,5.0,5
10456,65,6,no,First visit,Exhibits,Farm,No,21.7272818129466,5.0,3.0,5.0,5.0,3
10457,56,3,no,Quarterly,Entertainment,Events,No,12.62193461375315,4.0,3.0,4.0,3.0,3
10458,46,3,no,Quarterly,Special Event,Farm,Yes,1.2297140754155205,5.0,5.0,5.0,5.0,5
10459,59,3,no,Quarterly,Entertainment,Events,No,16.385651874598864,3.0,3.0,3.0,3.0,3
10460,72,3,yes,First visit,Exhibits,Curiosity Museum,No,0.0,5.0,4.0,5.0,5.0,5
10461,43,3,yes,Rarely,Exhibits,Farm,No,17.1513985028624,4.0,3.0,3.0,3.0,5
10462,52,6,yes,Quarterly,Education,Farm,Yes,28.07286579131901,5.0,4.0,5.0,4.0,5
10463,67,2,yes,First visit,Special Event,Farm,No,0.0,5.0,4.0,5.0,5.0,5
10464,42,5,no,First visit,Education,Curiosity Museum,Yes,0.0,4.0,4.0,4.0,4.0,5
10465,41,3,no,First visit,Special Event,Dinosaurs,No,38.69156837542289,5.0,1.0,5.0,5.0,5
10466,30,6,no,First visit,Entertainment,Events,Yes,5.823605407431226,5.0,4.0,5.0,5.0,2
10467,24,7,no,Monthly,Exhibits,Farm,Yes,32.039217689157326,5.0,5.0,5.0,5.0,1
10468,74,4,no,Rarely,Education,Curiosity Museum,Yes,12.690035022032525,4.0,4.0,4.0,3.0,5
10469,53,6,no,Weekly,Entertainment,Dinosaurs,Yes,12.57067774588009,3.0,4.0,3.0,3.0,2
10470,62,1,no,Rarely,Exhibits,Events,No,21.576190492449676,4.0,2.0,3.0,4.0,2
10471,37,6,no,Quarterly,Special Event,Curiosity Museum,Yes,1.7400171488033904,4.0,3.0,2.0,4.0,3
10472,18,3,no,First visit,Exhibits,Events,Yes,16.987457152434683,4.0,4.0,4.0,4.0,3
10473,25,6,yes,Rarely,Entertainment,Farm,No,9.27765877763861,4.0,4.0,3.0,5.0,4
10474,63,1,no,First visit,Education,Dinosaurs,Yes,0.0,3.0,5.0,3.0,3.0,2
10475,33,4,no,First visit,Education,Curiosity Museum,Yes,20.062231120895987,5.0,4.0,5.0,5.0,5
10476,31,5,no,Rarely,Exhibits,Dinosaurs,No,11.050382896831257,5.0,4.0,5.0,5.0,3
10477,29,3,yes,Weekly,Entertainment,Farm,No,12.644627573329384,5.0,3.0,5.0,5.0,4
10478,68,3,no,Quarterly,Family Time,Dinosaurs,No,0.0,5.0,2.0,5.0,5.0,5
10479,40,1,no,First visit,Special Event,Dinosaurs,No,38.87100551644206,5.0,1.0,5.0,5.0,3
10480,32,3,yes,First visit,Special Event,Garden,No,28.15071279579174,5.0,4.0,5.0,5.0,5
10481,45,4,no,First visit,Entertainment,Dinosaurs,Yes,29.462338262579678,5.0,4.0,5.0,4.0,2
10482,51,2,no,Quarterly,Family Time,Events,No,10.41832946337477,5.0,3.0,5.0,5.0,3
10483,19,4,no,Quarterly,Education,Curiosity Museum,No,0.0,5.0,2.0,4.0,5.0,5
10484,49,1,yes,Monthly,Nature,Garden,No,44.29376073734266,3.0,4.0,3.0,3.0,2
10485,40,6,no,First visit,Nature,Curiosity Museum,No,14.083537379911977,5.0,3.0,4.0,5.0,5
10486,39,2,no,Rarely,Entertainment,Curiosity Museum,Yes,3.768003059699194,5.0,4.0,5.0,5.0,4
10487,68,3,no,Rarely,Family Time,Farm,No,21.25202361724671,4.0,5.0,4.0,5.0,4
10488,42,1,yes,Quarterly,Family Time,Farm,No,32.506811820049464,4.0,1.0,5.0,4.0,3
10489,39,4,no,Quarterly,Special Event,Garden,No,14.654241658718007,5.0,3.0,4.0,5.0,4
10490,39,6,no,Quarterly,Education,Farm,Yes,34.17862751909062,5.0,4.0,5.0,5.0,5
10491,66,4,no,Quarterly,Exhibits,Farm,Yes,31.24499907775303,5.0,5.0,5.0,5.0,5
10492,69,3,no,First visit,Family Time,Farm,Yes,0.0,4.0,2.0,4.0,4.0,2
10493,59,5,yes,Quarterly,Exhibits,Curiosity Museum,No,4.893148415107854,3.0,5.0,3.0,3.0,2
10494,23,5,no,First visit,Nature,Garden,Yes,29.36305744919651,4.0,4.0,4.0,4.0,1
10495,32,3,yes,Quarterly,Exhibits,Curiosity Museum,Yes,0.0,5.0,4.0,5.0,4.0,5
10496,71,5,no,Rarely,Education,Events,No,12.758164602525168,3.0,3.0,4.0,3.0,5
10497,60,6,yes,Rarely,Education,Curiosity Museum,Yes,0.0,5.0,3.0,5.0,5.0,1
10498,54,3,no,Monthly,Exhibits,Events,No,7.85169297849713,5.0,4.0,5.0,5.0,5
10499,50,5,no,Monthly,Entertainment,Dinosaurs,Yes,10.517698664561937,5.0,3.0,5.0,5.0,4
10500,25,5,no,Quarterly,Family Time,Dinosaurs,No,9.62633433138738,5.0,3.0,4.0,5.0,1
10501,70,4,yes,Rarely,Entertainment,Events,No,6.716081218310872,4.0,3.0,4.0,3.0,2
10502,61,1,no,Quarterly,Exhibits,Events,No,0.0,5.0,3.0,5.0,5.0,5
10503,61,1,yes,Rarely,Family Time,Curiosity Museum,No,49.37866900228029,5.0,5.0,5.0,5.0,5
10504,22,6,no,Monthly,Special Event,Events,Yes,43.01193006242026,4.0,4.0,4.0,4.0,3
10505,56,8,no,Rarely,Entertainment,Garden,Yes,0.0,4.0,4.0,4.0,5.0,5
10506,21,5,yes,Weekly,Entertainment,Dinosaurs,Yes,38.73175126955351,5.0,5.0,4.0,5.0,5
10507,23,4,no,Monthly,Exhibits,Dinosaurs,No,9.008017642907207,3.0,2.0,3.0,3.0,1
10508,62,5,no,Quarterly,Nature,Events,No,16.937812099975655,5.0,5.0,5.0,5.0,5
10509,49,4,yes,First visit,Exhibits,Farm,No,14.050890601546262,3.0,1.0,2.0,3.0,5
10510,69,4,no,First visit,Entertainment,Farm,No,5.103770381190513,5.0,3.0,5.0,5.0,5
10511,47,1,no,Monthly,Family Time,Events,Yes,29.7577851540922,5.0,3.0,5.0,5.0,5
10512,64,6,no,First visit,Nature,Garden,No,16.88829795864987,5.0,4.0,5.0,5.0,5
10513,52,4,yes,Monthly,Exhibits,Farm,No,7.85172865171138,4.0,3.0,4.0,4.0,3
10514,72,6,no,Rarely,Exhibits,Events,Yes,0.0,4.0,4.0,5.0,4.0,1
10515,57,3,no,Rarely,Entertainment,Garden,No,1.5960747942131936,5.0,3.0,5.0,5.0,5
10516,69,1,no,Monthly,Entertainment,Garden,Yes,0.0,3.0,3.0,3.0,3.0,3
10517,33,3,no,Quarterly,Special Event,Curiosity Museum,No,15.183353226227542,4.0,2.0,4.0,4.0,1
10518,30,4,no,Quarterly,Exhibits,Garden,No,0.0,4.0,4.0,4.0,4.0,5
10519,67,6,yes,Quarterly,Entertainment,Farm,Yes,11.016592312221881,4.0,4.0,3.0,3.0,2
10520,59,2,yes,Rarely,Education,Farm,No,35.55152780415556,5.0,4.0,5.0,5.0,5
10521,47,6,no,Quarterly,Nature,Events,Yes,32.98949359382378,4.0,3.0,4.0,4.0,2
10522,36,4,yes,First visit,Education,Events,No,14.515846588460732,4.0,4.0,4.0,3.0,4
10523,34,6,no,Monthly,Nature,Garden,No,13.693729107852752,3.0,3.0,3.0,3.0,2
